CVE_ID,Descripcion,CVSS_Score,Vector_Ataque,Severidad,CWE,Software,Fecha_Publicacion,Fecha_Ultima_Modificacion,Dias_Desde_Publicacion
CVE-2000-1042,"Buffer overflow in ypserv in Mandrake Linux 7.1 and earlier, and possibly other Linux operating systems, allows an attacker to gain root privileges when ypserv is built without a vsyslog() function.",10,NETWORK,Crítica,Sin clasificar,Mandrakesoft Mandrake linux,2000-12-11,2026-06-16,9319
CVE-2000-1043,"Format string vulnerability in ypserv in Mandrake Linux 7.1 and earlier, and possibly other Linux operating systems, allows an attacker to gain root privileges when ypserv is built without a vsyslog() function.",10,NETWORK,Crítica,Sin clasificar,Mandrakesoft Mandrake linux,2000-12-11,2026-06-16,9319
CVE-2000-1044,"Format string vulnerability in ypbind-mt in SuSE SuSE-6.2, and possibly other Linux operating systems, allows an attacker to gain root privileges.",10,NETWORK,Crítica,Sin clasificar,Suse Suse linux,2000-12-11,2026-06-16,9319
CVE-2000-1045,"nss_ldap earlier than 121, when run with nscd (name service caching daemon), allows remote attackers to cause a denial of service via a flood of LDAP requests.",1.2,LOCAL,Baja,Sin clasificar,Padl software Nss ldap,2000-12-11,2026-06-16,9319
CVE-2000-1046,"Multiple buffer overflows in the ESMTP service of Lotus Domino 5.0.2c and earlier allow remote attackers to cause a denial of service and possibly execute arbitrary code via long (1) ""RCPT TO,"" (2) ""SAML FROM,"" or (3) ""SOML FROM"" commands.",10,NETWORK,Crítica,Sin clasificar,Lotus Domino,2000-12-11,2026-06-16,9319
CVE-2000-1047,"Buffer overflow in SMTP service of Lotus Domino 5.0.4 and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long ENVID keyword in the ""MAIL FROM"" command.",10,NETWORK,Crítica,Sin clasificar,Lotus Domino enterprise server,2000-12-11,2026-06-16,9319
CVE-2000-1048,Directory traversal vulnerability in the logfile service of Wingate 4.1 Beta A and earlier allows remote attackers to read arbitrary files via a .. (dot dot) attack via an HTTP GET request that uses encoded characters in the URL.,5,NETWORK,Media,Sin clasificar,Qbik Wingate,2000-12-11,2026-06-16,9319
CVE-2000-1049,"Allaire JRun 3.0 http servlet server allows remote attackers to cause a denial of service via a URL that contains a long string of ""."" characters.",5,NETWORK,Media,Sin clasificar,Macromedia Jrun,2000-12-11,2026-06-16,9319
CVE-2000-1050,"Allaire JRun 3.0 http servlet server allows remote attackers to directly access the WEB-INF directory via a URL request that contains an extra ""/"" in the beginning of the request (aka the ""extra leading slash"").",5,NETWORK,Media,Sin clasificar,Macromedia Jrun,2000-12-11,2026-06-16,9319
CVE-2000-1051,Directory traversal vulnerability in Allaire JRun 2.3 server allows remote attackers to read arbitrary files via the SSIFilter servlet.,5,NETWORK,Media,Sin clasificar,Macromedia Jrun,2000-12-11,2026-06-16,9319
CVE-2000-1052,Allaire JRun 2.3 server allows remote attackers to obtain source code for executable content by directly calling the SSIFilter servlet.,5,NETWORK,Media,Sin clasificar,Macromedia Jrun,2000-12-11,2026-06-16,9319
CVE-2000-1053,Allaire JRun 2.3.3 server allows remote attackers to compile and execute JSP code by inserting it via a cross-site scripting (CSS) attack and directly calling the com.livesoftware.jrun.plugins.JSP JSP servlet.,10,NETWORK,Crítica,Sin clasificar,Macromedia Jrun,2000-12-11,2026-06-16,9319
CVE-2000-1054,Buffer overflow in CSAdmin module in CiscoSecure ACS Server 2.4(2) and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a large packet.,10,NETWORK,Crítica,Sin clasificar,Cisco Secure access control server,2000-12-11,2026-06-16,9319
CVE-2000-1055,Buffer overflow in CiscoSecure ACS Server 2.4(2) and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a large TACACS+ packet.,10,NETWORK,Crítica,Sin clasificar,Cisco Secure access control server,2000-12-11,2026-06-16,9319
CVE-2000-1056,CiscoSecure ACS Server 2.4(2) and earlier allows remote attackers to bypass LDAP authentication on the server if the LDAP server allows null passwords.,7.5,NETWORK,Alta,Sin clasificar,Cisco Secure access control server,2000-12-11,2026-06-16,9319
CVE-2000-1057,"Vulnerabilities in database configuration scripts in HP OpenView Network Node Manager (NNM) 6.1 and earlier allows local users to gain privileges, possibly via insecure permissions.",4.6,LOCAL,Media,Sin clasificar,Hp Openview network node manager,2000-12-11,2026-06-16,9319
CVE-2000-1058,"Buffer overflow in OverView5 CGI program in HP OpenView Network Node Manager (NNM) 6.1 and earlier allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, in the SNMP service (snmp.exe), aka the ""Java SNMP MIB Browser Object ID parsing problem.""",5,NETWORK,Media,Sin clasificar,Hp Openview network node manager,2000-12-11,2026-06-16,9319
CVE-2000-1059,"The default configuration of the Xsession file in Mandrake Linux 7.1 and 7.0 bypasses the Xauthority access control mechanism with an ""xhost + localhost"" command, which allows local users to sniff X Windows events and gain privileges.",7.2,LOCAL,Alta,Sin clasificar,Mandrakesoft Mandrake linux,2000-12-11,2026-06-16,9319
CVE-2000-1060,"The default configuration of XFCE 3.5.1 bypasses the Xauthority access control mechanism with an ""xhost + localhost"" command in the xinitrc program, which allows local users to sniff X Windows traffic and gain privileges.",4.6,LOCAL,Media,Sin clasificar,Xfree86 project Xfce,2000-12-11,2026-06-16,9319
CVE-2000-1061,"Microsoft Virtual Machine (VM) in Internet Explorer 4.x and 5.x allows an unsigned applet to create and use ActiveX controls, which allows a remote attacker to bypass Internet Explorer's security settings and execute arbitrary commands via a malicious web page or email, aka the ""Microsoft VM ActiveX",5.1,NETWORK,Media,Sin clasificar,Microsoft Ie,2000-12-11,2026-06-16,9319
CVE-2000-1062,Buffer overflow in the FTP service in HP JetDirect printer card Firmware x.08.20 and earlier allows remote attackers to cause a denial of service.,5,NETWORK,Media,Sin clasificar,Hp Jetdirect,2000-12-11,2026-06-16,9319
CVE-2000-1063,Buffer overflow in the Telnet service in HP JetDirect printer card Firmware x.08.20 and earlier allows remote attackers to cause a denial of service.,5,NETWORK,Media,Sin clasificar,Hp Jetdirect,2000-12-11,2026-06-16,9319
CVE-2000-1064,Buffer overflow in the LPD service in HP JetDirect printer card Firmware x.08.20 and earlier allows remote attackers to cause a denial of service.,5,NETWORK,Media,Sin clasificar,Hp Jetdirect,2000-12-11,2026-06-16,9319
CVE-2000-1065,Vulnerability in IP implementation of HP JetDirect printer card Firmware x.08.20 and earlier allows remote attackers to cause a denial of service (printer crash) via a malformed packet.,5,NETWORK,Media,Sin clasificar,Hp Jetdirect,2000-12-11,2026-06-16,9319
CVE-2000-1066,"The getnameinfo function in FreeBSD 4.1.1 and earlier, and possibly other operating systems, allows a remote attacker to cause a denial of service via a long DNS hostname.",5,NETWORK,Media,Sin clasificar,Freebsd Freebsd,2000-12-11,2026-06-16,9319
CVE-2000-1068,pollit.cgi in Poll It 2.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the poll_options parameter.,10,NETWORK,Crítica,Sin clasificar,Cgi-world Poll it,2000-12-11,2026-06-16,9319
CVE-2000-1069,pollit.cgi in Poll It 2.01 and earlier allows remote attackers to access administrative functions without knowing the real password by specifying the same value to the entered_password and admin_password parameters.,6.4,NETWORK,Media,Sin clasificar,Cgi-world Poll it,2000-12-11,2026-06-16,9319
CVE-2000-1070,"pollit.cgi in Poll It 2.01 and earlier uses data files that are located under the web document root, which allows remote attackers to access sensitive or private information.",5,NETWORK,Media,Sin clasificar,Cgi-world Poll it,2000-12-11,2026-06-16,9319
CVE-2000-1071,"The GUI installation for iCal 2.1 Patch 2 disables access control for the X server using an ""xhost +"" command, which allows remote attackers to monitor X Windows events and gain privileges.",10,NETWORK,Crítica,Sin clasificar,Netscape Iplanet ical,2000-12-11,2026-06-16,9319
CVE-2000-1072,"iCal 2.1 Patch 2 installs many files with world-writeable permissions, which allows local users to modify the iCal configuration and execute arbitrary commands by replacing the iplncal.sh program with a Trojan horse.",7.2,LOCAL,Alta,Sin clasificar,Netscape Iplanet ical,2000-12-11,2026-06-16,9319
CVE-2000-1073,"csstart program in iCal 2.1 Patch 2 searches for the cshttpd program in the current working directory, which allows local users to gain root privileges by creating a Trojan Horse cshttpd program in a directory and calling csstart from that directory.",7.2,LOCAL,Alta,Sin clasificar,Netscape Iplanet ical,2000-12-11,2026-06-16,9319
CVE-2000-1074,"csstart program in iCal 2.1 Patch 2 uses relative pathnames to install the libsocket and libnsl libraries, which could allow the icsuser account to gain root privileges by creating a Trojan Horse library in the current or parent directory.",10,NETWORK,Crítica,Sin clasificar,Netscape Iplanet ical,2000-12-11,2026-06-16,9319
CVE-2000-1075,"Directory traversal vulnerability in iPlanet Certificate Management System 4.2 and Directory Server 4.12 allows remote attackers to read arbitrary files via a .. (dot dot) attack in the Agent, End Entity, or Administrator services.",5,NETWORK,Media,Sin clasificar,Netscape Directory server,2000-12-11,2026-06-16,9319
CVE-2000-1076,"Netscape (iPlanet) Certificate Management System 4.2 and Directory Server 4.12 stores the administrative password in plaintext, which could allow local and possibly remote attackers to gain administrative privileges on the server.",10,NETWORK,Crítica,Sin clasificar,Netscape Directory server,2000-12-11,2026-06-16,9319
CVE-2000-1077,Buffer overflow in the SHTML logging functionality of iPlanet Web Server 4.x allows remote attackers to execute arbitrary commands via a long filename with a .shtml extension.,10,NETWORK,Crítica,Sin clasificar,Iplanet Iplanet web server,2000-12-11,2026-06-16,9319
CVE-2000-1078,"ICQ Web Front HTTPd allows remote attackers to cause a denial of service by requesting a URL that contains a ""?"" character.",5,NETWORK,Media,Sin clasificar,Mirabilis Icq web front,2000-12-11,2026-06-16,9319
CVE-1999-1579,The Cenroll ActiveX control (xenroll.dll) for Terminal Server Editions of Windows NT 4.0 and Windows NT Server 4.0 before SP6 allows remote attackers to cause a denial of service (resource consumption) by creating a large number of arbitrary files on the target machine.,5,NETWORK,Media,Sin clasificar,Microsoft Windows nt,2000-12-14,2026-06-16,9316
CVE-2000-1211,"Zope 2.2.0 through 2.2.4 does not properly perform security registration for legacy names of object constructors such as DTML method objects, which could allow attackers to perform unauthorized activities.",7.5,NETWORK,Alta,Sin clasificar,Zope Zope,2000-12-16,2026-06-16,9314
CVE-2000-1212,"Zope 2.2.0 through 2.2.4 does not properly protect a data updating method on Image and File objects, which allows attackers with DTML editing privileges to modify the raw data of these objects.",5,NETWORK,Media,Sin clasificar,Zope Zope,2000-12-18,2026-06-16,9312
CVE-2000-0803,"GNU Groff uses the current working directory to find a device description file, which allows a local user to gain additional privileges by including a malicious postpro directive in the description file, which is executed when another user runs groff.",10,NETWORK,Crítica,Sin clasificar,Gnu Groff,2000-12-19,2026-06-16,9311
CVE-2000-0810,"Auction Weaver 1.0 through 1.04 does not properly validate the names of form fields, which allows remote attackers to delete arbitrary files and directories via a .. (dot dot) attack.",7.5,NETWORK,Alta,Sin clasificar,Cgi script center Auction weaver,2000-12-19,2026-06-16,9311
CVE-2000-0811,Auction Weaver 1.0 through 1.04 allows remote attackers to read arbitrary files via a .. (dot dot) attack on the username or bidfile form fields.,5,NETWORK,Media,Sin clasificar,Cgi script center Auction weaver,2000-12-19,2026-06-16,9311
CVE-2000-0817,"Buffer overflow in the HTTP protocol parser for Microsoft Network Monitor (Netmon) allows remote attackers to execute arbitrary commands via malformed data, aka the ""Netmon Protocol Parsing"" vulnerability.",7.5,NETWORK,Alta,Sin clasificar,Microsoft Network monitor,2000-12-19,2026-06-16,9311
CVE-2000-0818,"The default installation for the Oracle listener program 7.3.4, 8.0.6, and 8.1.6 allows an attacker to cause logging information to be appended to arbitrary files and execute commands via the SET TRC_FILE or SET LOG_FILE commands.",10,NETWORK,Crítica,Sin clasificar,Oracle Listener,2000-12-19,2026-06-16,9311
CVE-2000-0884,"IIS 4.0 and 5.0 allows remote attackers to read documents outside of the web root, and possibly execute arbitrary commands, via malformed URLs that contain UNICODE encoded characters, aka the ""Web Server Folder Traversal"" vulnerability.",7.5,NETWORK,Alta,Sin clasificar,Microsoft Internet information server,2000-12-19,2026-06-16,9311
CVE-2000-0885,"Buffer overflows in Microsoft Network Monitor (Netmon) allow remote attackers to execute arbitrary commands via a long Browser Name in a CIFS Browse Frame, a long SNMP community name, or a long username or filename in an SMB session, aka the ""Netmon Protocol Parsing"" vulnerability.  NOTE: It is high",7.5,NETWORK,Alta,Sin clasificar,Microsoft Systems management server,2000-12-19,2026-06-16,9311
CVE-2000-0886,"IIS 5.0 allows remote attackers to execute arbitrary commands via a malformed request for an executable file whose name is appended with operating system commands, aka the ""Web Server File Request Parsing"" vulnerability.",7.5,NETWORK,Alta,Sin clasificar,Microsoft Internet information server,2000-12-19,2026-06-16,9311
CVE-2000-0887,"named in BIND 8.2 through 8.2.2-P6 allows remote attackers to cause a denial of service by making a compressed zone transfer (ZXFR) request and performing a name service query on an authoritative record that is not cached, aka the ""zxfr bug.""",5,NETWORK,Media,Sin clasificar,Isc Bind,2000-12-19,2026-06-16,9311
